ID,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
785,MINI,Mid-size,2,4,AS8,Z,10.4,7.6,9.2,214
786,MINI,Mid-size,2,4,M6,Z,11.4,7.7,9.7,227
787,MINI,Minicompact,2,4,AS6,Z,9.4,7.2,8.4,197
788,MINI,Minicompact,2,4,M6,Z,10.2,7.4,9,210
789,MINI,Mid-size,2,4,AS8,Z,10.5,7.6,9.2,215
790,MINI,Mid-size,2,4,M6,Z,11.3,7.8,9.7,228
791,MINI,Subcompact,2,4,AS6,Z,9.3,7.3,8.4,197
792,MINI,Subcompact,2,4,M6,Z,10.2,7.4,9,210
793,MINI,Mid-size,2,4,AS8,Z,10.4,7.6,9.2,214
794,MINI,Mid-size,2,4,M6,Z,11.4,7.7,9.7,227
795,MINI,Minicompact,2,4,AS6,Z,9.4,7.2,8.4,197
796,MINI,Minicompact,2,4,M6,Z,10.8,7.7,9.4,220
797,MINI,Mid-size,2,4,AS8,Z,10.6,7.8,9.3,220
798,MINI,Mid-size,2,4,M6,Z,11.3,7.8,9.7,228
799,Mitsubishi,SUV: Small,1.5,4,AV8,X,9.6,8.9,9.3,216
800,Mitsubishi,Compact,1.2,3,AV,X,6.6,5.6,6.2,143
801,Mitsubishi,Compact,1.2,3,M5,X,7.1,5.8,6.5,151
802,Mitsubishi,Compact,1.2,3,AV,X,6.9,5.7,6.4,148
803,Mitsubishi,Compact,1.2,3,M5,X,7.2,5.9,6.6,153
804,Mitsubishi,SUV: Small,2.4,4,AV6,X,9.9,8.1,9.1,212
805,Mitsubishi,SUV: Small,3,6,AS6,Z,12,8.8,10.6,246
806,Mitsubishi,SUV: Small,2,4,AV6,X,9.7,7.8,8.8,206
807,Mitsubishi,SUV: Small,2,4,AV6,X,10.1,8.2,9.2,213
808,Mitsubishi,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,218
809,Nissan,Two-seater,3.7,6,AS7,Z,12.6,9.3,11.1,261
810,Nissan,Two-seater,3.7,6,M6,Z,13.3,9.3,11.5,270
811,Nissan,Two-seater,3.7,6,AS7,Z,13,9.7,11.5,271
812,Nissan,Two-seater,3.7,6,M6,Z,13.6,9.7,11.8,279
813,Nissan,Mid-size,2.5,4,AV,X,8.6,6.1,7.4,174
814,Nissan,Mid-size,2,4,AV,X,9.1,6.9,8.1,190
815,Nissan,Mid-size,2.5,4,AV,X,8.5,6.3,7.5,177
816,Nissan,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,186
817,Nissan,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,190
818,Nissan,SUV: Standard,5.6,8,AS7,X,17.7,12.9,15.5,364
819,Nissan,Pickup truck: Small,2.5,4,A5,X,13.7,10.7,12.3,290
820,Nissan,Pickup truck: Small,4,6,A5,X,14.7,10.3,12.7,299
821,Nissan,Pickup truck: Small,4,6,A5,X,15.8,11.5,13.9,326
822,Nissan,Pickup truck: Small,4,6,M6,X,15.1,11.5,13.5,317
823,Nissan,Subcompact,3.8,6,AM6,Z,14.2,10.7,12.6,295
824,Nissan,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,169
825,Nissan,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,233
826,Nissan,Compact,1.6,4,A4,X,9,6.8,8,188
827,Nissan,Compact,1.6,4,M5,X,8.7,6.8,7.9,186
828,Nissan,Station wagon: Mid-size,3.5,6,AV7,X,11.7,8.3,10.2,240
829,Nissan,Station wagon: Mid-size,3.5,6,AV7,X,11.7,8.5,10.3,242
830,Nissan,Special purpose vehicle,2,4,AV,X,9.8,8.8,9.3,218
831,Nissan,SUV: Small,3.5,6,AV,X,11.6,8.5,10.2,240
832,Nissan,SUV: Small,3.5,6,AV,X,12.1,8.9,10.7,250
833,Nissan,SUV: Small,3.5,6,AV,X,12.4,9.2,11,259
834,Nissan,Station wagon: Small,2,4,AV7,X,8.6,7.2,8,188
835,Nissan,Station wagon: Small,2,4,M6,X,10.1,8.1,9.2,217
836,Nissan,Station wagon: Small,2,4,AV7,X,9.1,7.6,8.4,198
837,Nissan,SUV: Small,2.5,4,AV,X,9.1,7.1,8.2,192
838,Nissan,SUV: Small,2.5,4,AV,X,9.6,7.5,8.7,204
839,Nissan,Mid-size,1.8,4,AV,X,8.1,6.3,7.3,172
840,Nissan,Mid-size,1.8,4,M6,X,8.8,6.6,7.8,183
841,Nissan,Mid-size,1.6,4,AV7,Z,8.9,7.3,8.2,193
842,Nissan,Mid-size,1.6,4,M6,Z,9.1,7.3,8.3,195
843,Nissan,Mid-size,1.6,4,AV7,Z,9.4,7.8,8.7,205
844,Nissan,Mid-size,1.6,4,M6,Z,9.5,7.6,8.7,204
845,Nissan,Pickup truck: Standard,5.6,8,AS7,X,15,11.2,13.3,312
846,Nissan,Pickup truck: Standard,5.6,8,AS7,X,15.2,11.1,13.4,315
847,Nissan,Pickup truck: Standard,5.6,8,AS7,X,15.9,11.9,14.1,331
848,Nissan,Mid-size,1.6,4,AV,X,7.6,6.2,7,164
849,Nissan,Mid-size,1.6,4,M5,X,8.6,6.6,7.7,180
850,Porsche,Minicompact,3,6,AM7,Z,10.6,8,9.4,221
851,Porsche,Minicompact,3,6,M7,Z,11.8,8.1,10.1,237
852,Porsche,Minicompact,3,6,AM7,Z,10.8,8.3,9.7,227
853,Porsche,Minicompact,3,6,M7,Z,12,8.2,10.3,241
854,Porsche,Minicompact,3,6,AM7,Z,11.5,9.1,10.4,243
855,Porsche,Minicompact,3,6,M7,Z,13,8.9,11.2,260
856,Porsche,Minicompact,3,6,AM7,Z,11.8,9.2,10.7,249
857,Porsche,Minicompact,3,6,M7,Z,12.7,9,11,258
858,Porsche,Minicompact,3,6,AM7,Z,10.8,8.3,9.7,226
859,Porsche,Minicompact,3,6,M7,Z,12.1,8.3,10.3,242
860,Porsche,Minicompact,3,6,AM7,Z,10.8,8.4,9.7,228
861,Porsche,Minicompact,3,6,M7,Z,12.1,8.3,10.4,243
862,Porsche,Minicompact,3,6,AM7,Z,11.9,9.1,10.6,248
863,Porsche,Minicompact,3,6,M7,Z,14.6,9.4,12.3,286
864,Porsche,Minicompact,3,6,AM7,Z,10.7,8.3,9.6,225
865,Porsche,Minicompact,3,6,M7,Z,12.1,8.3,10.4,242
866,Porsche,Minicompact,3,6,AM7,Z,11,8.4,9.8,230
867,Porsche,Minicompact,3,6,M7,Z,12.2,8.5,10.5,246
868,Porsche,Minicompact,3,6,AM7,Z,11.8,9.2,10.6,248
869,Porsche,Minicompact,3,6,M7,Z,12.8,8.9,11,257
870,Porsche,Minicompact,3,6,AM7,Z,11.9,9.3,10.7,250
871,Porsche,Minicompact,3,6,M7,Z,12.9,9.1,11.2,260
872,Porsche,Minicompact,3,6,AM7,Z,11.1,8.5,9.9,232
873,Porsche,Minicompact,3,6,M7,Z,12.1,8.4,10.4,243
874,Porsche,Minicompact,3,6,AM7,Z,11,8.5,9.9,231
875,Porsche,Minicompact,3,6,M7,Z,12.2,8.5,10.5,246
876,Porsche,Two-seater,3.8,6,AM7,Z,15.3,11.2,13.5,315
877,Porsche,Two-seater,4,6,AM7,Z,15.8,11.7,13.9,324
878,Porsche,Two-seater,4,6,M6,Z,18,11.5,15.1,352
879,Porsche,Two-seater,4,6,AM7,Z,16.1,12.2,14.4,335
880,Porsche,Two-seater,4,6,M6,Z,16.4,11.2,14.1,334
881,Porsche,Two-seater,4,6,M6,Z,17.4,12.4,15.1,350
882,Porsche,Minicompact,3,6,AM7,Z,10.9,8.4,9.8,228
883,Porsche,Minicompact,3,6,M7,Z,12.2,8.5,10.5,246
884,Porsche,Minicompact,3,6,AM7,Z,12.1,9.2,10.8,251
885,Porsche,Minicompact,3,6,M7,Z,13.2,9.2,11.4,266
886,Porsche,Minicompact,3,6,AM7,Z,11.1,8.6,10,233
887,Porsche,Minicompact,3,6,M7,Z,12.2,8.5,10.5,246
888,Porsche,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,266
889,Porsche,Minicompact,3.8,6,AM7,Z,12.7,9.9,11.4,267
890,Porsche,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,266
891,Porsche,Minicompact,3.8,6,AM7,Z,12.7,9.9,11.4,267
892,Porsche,Minicompact,3.8,6,AM7,Z,14.3,10.9,12.7,297
893,Porsche,Two-seater,2,4,AM7,Z,10.5,8,9.4,219
894,Porsche,Two-seater,2,4,M6,Z,11,8.3,9.8,229
895,Porsche,Two-seater,2.5,4,AM7,Z,11.8,9.2,10.6,249
896,Porsche,Two-seater,2.5,4,M6,Z,12.3,9.4,11,257
897,Porsche,Two-seater,2.5,4,AM7,Z,11.1,8.4,9.9,231
898,Porsche,Two-seater,2.5,4,M6,Z,12.1,9,10.7,249
899,Porsche,SUV: Standard,3,6,AS8,Z,12.5,10,11.4,265
900,Porsche,SUV: Standard,2.9,6,AS8,Z,12.9,10.4,11.8,275
901,Porsche,SUV: Standard,4,8,AS8,Z,15.6,12.4,14.1,329
902,Porsche,Two-seater,2,4,AM7,Z,10.5,8,9.4,219
903,Porsche,Two-seater,2,4,M6,Z,11,8.3,9.8,229
904,Porsche,Two-seater,2.5,4,AM7,Z,11.8,9.2,10.6,249
905,Porsche,Two-seater,2.5,4,M6,Z,12.3,9.4,11,257
906,Porsche,Two-seater,2.5,4,AM7,Z,11.1,8.4,9.9,231
907,Porsche,Two-seater,2.5,4,M6,Z,12.1,9,10.7,249
908,Porsche,SUV: Small,2,4,AM7,Z,12.2,10.2,11.3,264
909,Porsche,SUV: Small,3,6,AM7,Z,12.9,10.2,11.7,272
910,Porsche,Full-size,3,6,AM8,Z,12.4,8.7,10.7,250
911,Porsche,Full-size,3,6,AM8,Z,12.4,9,10.9,253
912,Porsche,Full-size,3,6,AM8,Z,12.4,9,10.9,253
913,Porsche,Full-size,3,6,AM8,Z,12.2,8.9,10.7,250
914,Porsche,Full-size,2.9,6,AM8,Z,13.1,8.9,11.2,261
915,Porsche,Full-size,2.9,6,AM8,Z,13.1,8.9,11.2,261
916,Porsche,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,273
917,Porsche,Full-size,4,8,AM8,Z,14.5,10.2,12.6,295
918,Porsche,Full-size,4,8,AM8,Z,15.7,10.5,13.4,313
919,Porsche,Full-size,4,8,AM8,Z,12.8,9.2,11.2,261
920,Porsche,Full-size,4,8,AM8,Z,12.8,9.2,11.2,261
921,Porsche,Full-size,4,8,AM8,Z,13.4,10.1,11.9,279
922,Ram,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,253
923,Ram,Pickup truck: Standard,3.6,6,A8,X,11.6,9,10.4,246
924,Ram,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,320
925,Ram,Pickup truck: Standard,5.7,8,A8,X,14.1,10.3,12.4,290
926,Ram,Pickup truck: Standard,3.6,6,A8,X,12.2,9.7,11.1,260
927,Ram,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,325
928,Ram,Pickup truck: Standard,5.7,8,A8,X,14.3,11.1,12.9,302
929,Ram,Pickup truck: Standard,3,6,A8,D,11.8,8.6,10.4,278
930,Ram,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,280
931,Ram,Pickup truck: Standard,3.6,6,A8,E,19.7,13.8,17,283
932,Ram,Pickup truck: Standard,5.7,8,A6,X,17,12,14.8,346
933,Ram,Pickup truck: Standard,5.7,8,A8,X,15.7,11,13.6,319
934,Ram,Pickup truck: Standard,3,6,A8,D,12.3,8.8,10.8,289
935,Ram,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,294
936,Ram,Pickup truck: Standard,3.6,6,A8,E,20.7,14.7,18,300
937,Ram,Pickup truck: Standard,5.7,8,A6,X,18.7,13.3,16.3,382
938,Ram,Pickup truck: Standard,5.7,8,A8,X,16.1,11.5,14,328
939,Ram,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,232
940,Rolls-Royce,Station wagon: Mid-size,6.7,12,AS8,Z,20,11.8,16.3,382
941,Rolls-Royce,Compact,6.6,12,AS8,Z,20.3,13,17,397
942,Rolls-Royce,Full-size,6.6,12,AS8,Z,20.3,13,17,397
943,Rolls-Royce,Full-size,6.6,12,AS8,Z,20.3,13,17,397
944,Rolls-Royce,Full-size,6.7,12,AS8,Z,20,11.8,16.3,382
945,Rolls-Royce,Full-size,6.7,12,AS8,Z,20,11.8,16.3,382
946,Rolls-Royce,Mid-size,6.6,12,AS8,Z,19.6,12.9,16.6,388
947,Subaru,SUV: Standard,2.4,4,AV8,X,11.6,9,10.4,244
948,Subaru,Minicompact,2,4,AS6,Z,9.7,7.2,8.6,200
949,Subaru,Minicompact,2,4,M6,Z,11.2,8.3,9.9,231
950,Subaru,SUV: Small,2,4,AV7,X,8.8,7.2,8.1,188
951,Subaru,SUV: Small,2,4,M6,X,10.5,8.1,9.4,220
952,Subaru,SUV: Small,2.5,4,AV7,X,9,7.2,8.2,192
953,Subaru,Mid-size,2,4,AV7,X,8.3,6.4,7.5,174
954,Subaru,Mid-size,2,4,M5,X,10.1,7.5,8.9,209
955,Subaru,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,177
956,Subaru,Station wagon: Small,2,4,M5,X,10.1,7.7,9,211
957,Subaru,Mid-size,2.5,4,AV7,X,9.3,7,8.2,193
958,Subaru,Mid-size,3.6,6,AV6,X,11.9,8.3,10.3,241
959,Subaru,SUV: Small,2.5,4,AV7,X,9.4,7.3,8.5,198
960,Subaru,SUV: Small,3.6,6,AV6,X,12,8.7,10.5,247
961,Subaru,Compact,2,4,AV8,Z,12.6,9.6,11.2,256
962,Subaru,Compact,2,4,M6,Z,11.3,8.5,10,235
963,Subaru,Compact,2.5,4,M6,Z,14.3,10.7,12.7,296
964,Toyota,SUV: Standard,4,6,AS5,X,14.3,11.9,13.2,308
965,Toyota,SUV: Standard,4,6,AS5,X,14.3,11.9,13.2,308
966,Toyota,Minicompact,2,4,AS6,Z,9.9,7.3,8.7,204
967,Toyota,Minicompact,2,4,M6,Z,11.3,8.3,9.9,232
968,Toyota,Mid-size,3.5,6,AS8,X,10.9,7.6,9.4,220
969,Toyota,Mid-size,2.5,4,AS8,X,8.1,5.7,6.9,164
970,Toyota,Mid-size,2.5,4,AS8,X,8.4,6.1,7.4,173
971,Toyota,Mid-size,2.5,4,AS8,X,8.5,6.2,7.5,175
972,Toyota,Mid-size,3.5,6,AS8,X,10.5,7.1,9,210
973,Toyota,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,215
974,Toyota,Mid-size,2.5,4,AV6,X,4.9,4.8,4.9,113
975,Toyota,Mid-size,2.5,4,AV6,X,5.3,5,5.1,121
976,Toyota,Compact,2,4,AS7,X,8.7,7.5,8.2,189
977,Toyota,Mid-size,1.8,4,AV,X,8.3,6.5,7.5,174
978,Toyota,Mid-size,1.8,4,AV7,X,8.3,6.7,7.6,178
979,Toyota,Mid-size,1.8,4,M6,X,8.5,6.6,7.6,178
980,Toyota,Mid-size,1.8,4,AV,X,7.8,5.9,6.9,163
981,Toyota,Compact,2,4,AV10,X,7.5,5.8,6.7,157
982,Toyota,Compact,2,4,M6,X,8.4,6.3,7.5,174
983,Toyota,SUV: Small,3.5,6,AS8,X,11.8,8.7,10.3,243
984,Toyota,SUV: Standard,3.5,6,AS8,X,12.1,9,10.6,250
985,Toyota,SUV: Standard,3.5,6,AS8,X,12,8.9,10.6,248
986,Toyota,SUV: Standard,3.5,6,AS8,X,11.7,8.8,10.4,242
987,Toyota,SUV: Standard,3.5,6,AV6,X,8.1,8.5,8.3,193
988,Toyota,Mid-size,1.8,4,AV,X,4.4,4.6,4.4,105
989,Toyota,Mid-size,1.8,4,AV,X,4.5,4.9,4.7,109
990,Toyota,Compact,1.5,4,AV,X,4.9,5.5,5.1,120
991,Toyota,SUV: Small,2.5,4,AS8,X,8.8,6.7,7.8,183
992,Toyota,SUV: Small,2.5,4,AS8,X,9.2,7.1,8.3,190
993,Toyota,SUV: Small,2.5,4,AV6,X,5.8,6.3,6,140
994,Toyota,SUV: Standard,5.7,8,AS6,X,18.4,13.8,16.4,384
995,Toyota,Minivan,3.5,6,AS8,X,12.4,8.9,10.8,254
996,Toyota,Minivan,3.5,6,AS8,X,13.4,9.6,11.7,274
997,Toyota,Pickup truck: Small,2.7,4,AS6,X,12.1,10.1,11.2,263
998,Toyota,Pickup truck: Small,2.7,4,AS6,X,12.7,10.6,11.7,274
999,Toyota,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.9,278
1000,Toyota,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,299
1001,Toyota,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,300
1002,Toyota,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,371
1003,Toyota,Pickup truck: Standard,4.6,8,AS6,X,16.8,13.1,14.9,354
1004,Toyota,Pickup truck: Standard,5.7,8,AS6,X,18,14.1,16.3,382
1005,Toyota,Compact,1.5,4,AS6,X,7.3,5.8,6.6,155
1006,Toyota,Compact,1.5,4,M6,X,7.8,6,6.8,164
1007,Toyota,Compact,1.5,4,A4,X,7.9,6.8,7.4,173
1008,Toyota,Compact,1.5,4,M5,X,7.8,6.5,7.2,169
1009,Volkswagen,Full-size,2,4,AS8,Z,12,8.6,10.4,244
1010,Volkswagen,SUV: Small,2,4,AS8,X,11.6,9.1,10.5,245
1011,Volkswagen,SUV: Standard,3.6,6,AS8,X,13.8,10.2,12.2,286
1012,Volkswagen,Compact,2,4,AS6,X,9,7.1,8.2,191
1013,Volkswagen,Subcompact,2,4,AS6,X,9,7.1,8.2,191
1014,Volkswagen,Compact,1.4,4,AS8,X,8.1,6.4,7.4,172
1015,Volkswagen,Compact,1.4,4,M6,X,8.2,6.3,7.4,172
1016,Volkswagen,Compact,2,4,AM7,X,9.6,7.5,8.6,202
1017,Volkswagen,Compact,2,4,M6,X,9.8,7.3,8.7,203
1018,Volkswagen,Compact,2,4,AM7,Z,10.2,7.9,9.2,213
1019,Volkswagen,Compact,2,4,M6,Z,11.4,8.2,9.9,232
1020,Volkswagen,Station wagon: Small,1.8,4,AM6,X,10.7,8,9.4,220
1021,Volkswagen,Station wagon: Small,1.8,4,M6,X,11.1,7.8,9.6,225
1022,Volkswagen,Station wagon: Small,1.4,4,AS8,X,8.6,6.5,7.6,178
1023,Volkswagen,Station wagon: Small,1.4,4,M6,X,8.2,6.3,7.4,172
1024,Volkswagen,Station wagon: Small,1.8,4,AM6,X,10.8,8.1,9.6,224
1025,Volkswagen,Station wagon: Small,1.8,4,M6,X,10.8,7.6,9.3,218
1026,Volkswagen,Compact,1.4,4,AS8,X,7.8,5.9,7,163
1027,Volkswagen,Compact,1.4,4,M6,X,7.9,5.9,7,163
1028,Volkswagen,Compact,2,4,AM7,X,9.3,7.2,8.4,196
1029,Volkswagen,Compact,2,4,M6,X,9.6,7.3,8.5,200
1030,Volkswagen,Mid-size,2,4,AS6,X,9.3,6.5,8.1,188
1031,Volkswagen,SUV: Small,2,4,AS8,X,10.7,8,9.5,221
1032,Volkswagen,SUV: Small,2,4,AS8,X,11.1,8.1,9.8,228
1033,Volvo,Compact,2,4,AS8,Z,9.9,6.6,8.4,197
1034,Volvo,Compact,2,4,AS8,Z,11.1,7.3,9.4,218
1035,Volvo,Mid-size,2,4,AS8,Z,10.6,7.4,9.2,215
1036,Volvo,Mid-size,2,4,AS8,Z,11.1,7.3,9.4,219
1037,Volvo,Station wagon: Small,2,4,AS8,Z,9.9,6.6,8.4,197
1038,Volvo,Station wagon: Small,2,4,AS8,Z,11.1,7.3,9.4,219
1039,Volvo,Station wagon: Small,2,4,AS8,Z,10.8,7.6,9.3,218
1040,Volvo,Station wagon: Mid-size,2,4,AS8,Z,11.1,7.3,9.4,219
1041,Volvo,Station wagon: Mid-size,2,4,AS8,Z,11.6,8.1,10,233
1042,Volvo,SUV: Small,2,4,AS8,Z,10.3,7.5,9,211
1043,Volvo,SUV: Small,2,4,AS8,Z,11.3,8.5,10,233
1044,Volvo,SUV: Small,2,4,AS8,Z,11.8,8.6,10.4,242
1045,Volvo,SUV: Standard,2,4,AS8,Z,11.3,8.5,10,233
1046,Volvo,SUV: Standard,2,4,AS8,Z,12.1,8.9,10.7,250
