ID,Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
214,Chevrolet,Silverado LD 4WD,Pickup truck: Standard,5.30,8,A6,X,15.80,11.40,13.80,325.00
215,Chevrolet,Spark,Subcompact,1.40,4,AV,X,7.90,6.20,7.10,167.00
216,Chevrolet,Spark,Subcompact,1.40,4,M5,X,8.00,6.20,7.20,170.00
217,Chevrolet,Suburban,SUV: Standard,5.30,8,A6,X,15.70,10.50,13.40,314.00
218,Chevrolet,Suburban FFV,SUV: Standard,5.30,8,A6,X,15.70,10.50,13.40,314.00
219,Chevrolet,Suburban FFV,SUV: Standard,5.30,8,A6,E,21.20,13.90,17.90,298.00
220,Chevrolet,Suburban 4WD,SUV: Standard,5.30,8,A6,X,16.80,11.30,14.30,336.00
221,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.30,8,A6,X,16.80,11.30,14.30,336.00
222,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.30,8,A6,E,22.20,15.20,19.00,317.00
223,Chevrolet,Suburban 4WD,SUV: Standard,6.20,8,A10,Z,17.10,11.30,14.50,340.00
224,Chevrolet,Tahoe,SUV: Standard,5.30,8,A6,X,15.70,10.50,13.40,314.00
225,Chevrolet,Tahoe FFV,SUV: Standard,5.30,8,A6,X,15.70,10.50,13.40,314.00
226,Chevrolet,Tahoe FFV,SUV: Standard,5.30,8,A6,E,21.20,13.90,17.90,298.00
227,Chevrolet,Tahoe 4WD,SUV: Standard,5.30,8,A6,X,15.80,11.10,13.70,321.00
228,Chevrolet,Tahoe 4WD FFV,SUV: Standard,5.30,8,A6,X,15.80,11.10,13.70,321.00
229,Chevrolet,Tahoe 4WD FFV,SUV: Standard,5.30,8,A6,E,21.70,14.30,18.40,305.00
230,Chevrolet,Tahoe 4WD,SUV: Standard,6.20,8,A10,Z,16.40,10.70,13.80,325.00
231,Chevrolet,Traverse,SUV: Standard,3.60,6,A9,X,13.00,8.80,11.10,261.00
232,Chevrolet,Traverse AWD,SUV: Standard,3.60,6,A9,X,13.70,9.50,11.80,277.00
233,Chevrolet,Trax,SUV: Small,1.40,4,AS6,X,9.10,7.60,8.40,196.00
234,Chevrolet,Trax,SUV: Small,1.40,4,M6,X,9.40,6.90,8.30,194.00
235,Chevrolet,Trax 4WD,SUV: Small,1.40,4,AS6,X,9.90,8.10,9.10,214.00
236,Chrysler,300,Full-size,3.60,6,A8,X,12.40,7.80,10.30,242.00
237,Chrysler,300 FFV,Full-size,3.60,6,A8,X,12.40,7.80,10.30,242.00
238,Chrysler,300 FFV,Full-size,3.60,6,A8,E,17.10,10.60,14.20,234.00
239,Chrysler,300,Full-size,5.70,8,A8,X,14.70,9.40,12.30,289.00
240,Chrysler,300 AWD,Full-size,3.60,6,A8,X,12.80,8.70,11.00,258.00
241,Chrysler,300 AWD FFV,Full-size,3.60,6,A8,X,12.80,8.70,11.00,258.00
242,Chrysler,300 AWD FFV,Full-size,3.60,6,A8,E,17.60,12.00,15.00,248.00
243,Chrysler,Pacifica,Minivan,3.60,6,A9,X,12.90,8.40,10.90,259.00
244,Chrysler,Pacifica (Stop-Start),Minivan,3.60,6,A9,X,12.40,8.40,10.60,249.00
245,Dodge,Challenger,Mid-size,3.60,6,A8,X,12.40,7.80,10.30,242.00
246,Dodge,Challenger,Mid-size,5.70,8,M6,Z,15.60,10.10,13.10,307.00
247,Dodge,Challenger,Mid-size,6.40,8,M6,Z,16.70,10.40,13.90,325.00
248,Dodge,Challenger (MDS),Mid-size,5.70,8,A8,X,14.70,9.40,12.30,289.00
249,Dodge,Challenger (MDS),Mid-size,6.40,8,A8,Z,15.80,9.60,13.00,304.00
250,Dodge,Challenger GT AWD,Mid-size,3.60,6,A8,X,12.80,8.70,11.00,258.00
251,Dodge,Challenger SRT Hellcat,Mid-size,6.20,8,A8,Z,17.60,10.70,14.50,339.00
252,Dodge,Challenger SRT Hellcat,Mid-size,6.20,8,M6,Z,18.10,11.40,15.10,352.00
253,Dodge,Challenger SRT Hellcat Redeye,Mid-size,6.20,8,A8,Z,17.60,10.70,14.50,339.00
254,Dodge,Charger,Full-size,3.60,6,A5,X,13.70,9.00,11.60,271.00
255,Dodge,Charger FFV,Full-size,3.60,6,A5,X,13.70,9.00,11.60,271.00
256,Dodge,Charger FFV,Full-size,3.60,6,A5,E,18.90,12.70,16.10,268.00
257,Dodge,Charger,Full-size,3.60,6,A8,X,12.40,7.80,10.30,242.00
258,Dodge,Charger FFV,Full-size,3.60,6,A8,X,12.40,7.80,10.30,242.00
259,Dodge,Charger FFV,Full-size,3.60,6,A8,E,17.10,10.60,14.20,234.00
260,Dodge,Charger (MDS),Full-size,5.70,8,A5,X,15.60,9.70,12.90,302.00
261,Dodge,Charger (MDS),Full-size,5.70,8,A8,X,14.70,9.40,12.30,289.00
262,Dodge,Charger (MDS),Full-size,6.40,8,A8,Z,15.80,9.60,13.00,304.00
263,Dodge,Charger AWD,Full-size,3.60,6,A8,X,12.80,8.70,11.00,258.00
264,Dodge,Charger AWD FFV,Full-size,3.60,6,A8,X,12.80,8.70,11.00,258.00
265,Dodge,Charger AWD FFV,Full-size,3.60,6,A8,E,17.60,12.00,15.00,248.00
266,Dodge,Charger AWD (MDS),Full-size,5.70,8,A5,X,16.00,10.10,13.30,312.00
267,Dodge,Charger SRT Hellcat,Full-size,6.20,8,A8,Z,17.60,10.70,14.50,339.00
268,Dodge,Durango AWD,SUV: Standard,3.60,6,A8,X,12.70,9.60,11.30,265.00
269,Dodge,Durango AWD,SUV: Standard,5.70,8,A8,X,16.70,10.90,14.10,331.00
270,Dodge,Durango AWD SRT,SUV: Standard,6.40,8,A8,Z,18.30,12.20,15.60,363.00
271,Dodge,Grand Caravan FFV,Minivan,3.60,6,A6,X,13.70,9.40,11.80,276.00
272,Dodge,Grand Caravan FFV,Minivan,3.60,6,A6,E,19.40,13.30,16.70,274.00
273,Dodge,Journey,SUV: Small,2.40,4,A4,X,12.70,9.20,11.10,261.00
274,Dodge,Journey FFV,SUV: Small,3.60,6,A6,X,14.20,9.50,12.10,284.00
275,Dodge,Journey FFV,SUV: Small,3.60,6,A6,E,19.10,13.20,16.40,274.00
276,Dodge,Journey AWD,SUV: Small,3.60,6,A6,X,14.50,10.00,12.40,292.00
277,FIAT,124 Spider,Two-seater,1.40,4,A6,X,9.30,6.50,8.00,187.00
278,FIAT,124 Spider,Two-seater,1.40,4,M6,X,9.00,6.70,7.90,185.00
279,FIAT,500,Minicompact,1.40,4,A6,X,9.70,7.40,8.70,203.00
280,FIAT,500,Minicompact,1.40,4,M5,X,8.50,7.10,7.90,186.00
281,FIAT,500L,Station wagon: Small,1.40,4,A6,X,10.70,7.90,9.40,221.00
282,FIAT,500X AWD,SUV: Small,1.30,4,A9,X,10.00,7.90,9.10,213.00
283,Ford,EcoSport,SUV: Small,1.00,3,AS6,X,8.60,8.10,8.40,196.00
284,Ford,EcoSport AWD,SUV: Small,2.00,4,AS6,X,10.20,8.00,9.30,218.00
285,Ford,Edge,SUV: Small,2.00,4,AS8,X,10.90,8.00,9.60,224.00
286,Ford,Edge AWD,SUV: Small,2.00,4,AS8,X,11.40,8.30,10.00,233.00
287,Ford,Edge AWD,SUV: Small,2.70,6,AS8,X,12.60,9.20,11.00,259.00
288,Ford,Escape,SUV: Small,1.50,4,AS6,X,10.20,7.80,9.10,214.00
289,Ford,Escape FFV,SUV: Small,2.50,4,AS6,X,11.00,8.00,9.60,226.00
290,Ford,Escape FFV,SUV: Small,2.50,4,AS6,E,15.00,10.80,13.10,218.00
291,Ford,Escape AWD,SUV: Small,1.50,4,AS6,X,11.20,8.40,9.90,232.00
292,Ford,Escape AWD,SUV: Small,2.00,4,AS6,X,11.50,8.70,10.20,239.00
293,Ford,Expedition 4X4,SUV: Standard,3.50,6,AS10,X,14.10,10.60,12.50,293.00
294,Ford,Expedition MAX 4X4,SUV: Standard,3.50,6,AS10,X,14.70,11.20,13.10,307.00
295,Ford,Explorer AWD,SUV: Standard,2.30,4,AS6,X,13.10,9.20,11.40,267.00
296,Ford,Explorer AWD,SUV: Standard,3.50,6,AS6,X,15.20,10.90,13.20,311.00
297,Ford,Explorer FFV AWD,SUV: Standard,3.50,6,AS6,X,14.50,10.60,12.70,299.00
298,Ford,Explorer FFV AWD,SUV: Standard,3.50,6,AS6,E,19.80,14.30,17.30,288.00
299,Ford,F-150,Pickup truck: Standard,2.70,6,AS10,X,12.00,9.00,10.60,249.00
300,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,2.70,6,AS10,X,12.40,9.40,11.10,260.00
301,Ford,F-150 (Payload Pkg),Pickup truck: Standard,2.70,6,AS10,X,12.40,9.40,11.10,260.00
302,Ford,F-150,Pickup truck: Standard,3.00,6,AS10,D,10.80,8.00,9.50,256.00
303,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.00,6,AS10,D,10.80,8.40,9.70,260.00
304,Ford,F-150 FFV,Pickup truck: Standard,3.30,6,AS6,X,12.20,9.30,10.90,256.00
305,Ford,F-150 FFV,Pickup truck: Standard,3.30,6,AS6,E,16.70,12.60,14.90,247.00
306,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,3.30,6,AS6,X,12.40,9.80,11.20,263.00
307,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,3.30,6,AS6,E,16.70,12.60,14.90,247.00
308,Ford,F-150,Pickup truck: Standard,3.50,6,AS10,X,13.50,10.10,12.00,281.00
309,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.50,6,AS10,X,13.80,10.70,12.40,291.00
310,Ford,F-150 (Payload Pkg),Pickup truck: Standard,3.50,6,AS10,X,13.90,11.20,12.70,298.00
311,Ford,F-150 FFV,Pickup truck: Standard,5.00,8,AS10,X,13.90,10.20,12.20,287.00
312,Ford,F-150 FFV,Pickup truck: Standard,5.00,8,AS10,E,20.30,14.00,17.40,290.00
313,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.00,8,AS10,X,14.70,11.20,13.10,308.00
314,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.00,8,AS10,E,20.30,14.00,17.50,290.00
315,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.00,8,AS10,X,15.60,11.80,13.90,326.00
316,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.00,8,AS10,E,20.40,14.00,17.50,291.00
317,Ford,F-150 4X4,Pickup truck: Standard,2.70,6,AS10,X,12.70,9.80,11.40,268.00
318,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,2.70,6,AS10,X,13.10,10.20,11.80,277.00
319,Ford,F-150 4X4 (Payload Pkg),Pickup truck: Standard,2.70,6,AS10,X,13.10,10.20,11.80,277.00
320,Ford,F-150 4X4,Pickup truck: Standard,3.00,6,AS10,D,11.80,9.30,10.70,287.00
321,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,3.00,6,AS10,D,11.80,9.30,10.70,287.00
322,Ford,F-150 4X4 XL/XLT,Pickup truck: Standard,3.00,6,AS10,D,11.20,8.30,9.90,266.00
323,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.30,6,AS6,X,12.80,10.20,11.60,273.00
324,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.30,6,AS6,E,17.50,13.80,15.80,263.00
325,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,3.30,6,AS6,X,13.80,10.70,12.40,291.00
326,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,3.30,6,AS6,E,17.50,13.70,15.80,263.00
327,Ford,F-150 4X4,Pickup truck: Standard,3.50,6,AS10,X,14.30,10.50,12.50,295.00
328,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,3.50,6,AS10,X,14.70,10.70,12.90,303.00
329,Ford,F-150 4X4 (Payload Pkg),Pickup truck: Standard,3.50,6,AS10,X,14.70,11.20,13.10,308.00
330,Ford,F-150 4X4 Limited,Pickup truck: Standard,3.50,6,AS10,X,13.80,11.20,12.60,296.00
331,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.00,8,AS10,X,15.10,11.00,13.30,312.00
332,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.00,8,AS10,E,20.00,15.60,18.00,300.00
333,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,5.00,8,AS10,X,15.70,11.80,13.90,326.00
334,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,5.00,8,AS10,E,20.00,15.60,18.00,300.00
335,Ford,F-150 FFV 4X4 (Payload Pkg),Pickup truck: Standard,5.00,8,AS10,X,16.80,12.40,14.80,347.00
336,Ford,F-150 FFV 4X4 (Payload Pkg),Pickup truck: Standard,5.00,8,AS10,E,21.30,17.20,19.50,323.00
337,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.50,6,AS10,X,15.30,13.10,14.30,336.00
338,Ford,Flex,SUV: Standard,3.50,6,AS6,X,14.70,10.20,12.70,298.00
339,Ford,Flex AWD,SUV: Standard,3.50,6,AS6,X,14.70,10.70,12.90,303.00
340,Ford,Flex AWD GTDI,SUV: Standard,3.50,6,AS6,X,15.70,11.20,13.70,322.00
341,Ford,Fiesta,Subcompact,1.60,4,AM6,X,8.60,6.40,7.60,178.00
342,Ford,Fiesta,Subcompact,1.60,4,M5,X,8.80,6.80,7.90,184.00
343,Ford,Fiesta ST,Subcompact,1.60,4,M6,X,9.20,7.40,8.40,196.00
344,Ford,Fusion,Mid-size,1.50,4,AS6,X,10.00,7.00,8.70,204.00
345,Ford,Fusion Hybrid,Mid-size,2.00,4,AV,X,5.50,5.60,5.60,131.00
346,Ford,GT,Two-seater,3.50,6,AM7,Z,20.40,13.10,17.10,402.00
347,Ford,Mustang,Subcompact,2.30,4,AS10,X,11.20,7.30,9.40,221.00
348,Ford,Mustang (Performance Pkg),Subcompact,2.30,4,AS10,X,11.80,8.40,10.30,242.00
349,Ford,Mustang,Subcompact,2.30,4,M6,X,11.20,7.90,9.70,227.00
350,Ford,Mustang (Performance Pkg),Subcompact,2.30,4,M6,X,11.80,8.70,10.40,244.00
351,Ford,Mustang,Subcompact,5.00,8,AS10,X,15.00,9.10,12.30,289.00
352,Ford,Mustang,Subcompact,5.00,8,M6,X,16.10,9.90,13.30,311.00
353,Ford,Mustang Bullitt,Subcompact,5.00,8,M6,X,16.10,9.90,13.30,311.00
354,Ford,Mustang Convertible,Subcompact,2.30,4,AS10,X,11.90,8.40,10.40,243.00
355,Ford,Mustang Convertible,Subcompact,2.30,4,M6,X,11.80,8.40,10.30,241.00
356,Ford,Mustang Convertible,Subcompact,5.00,8,AS10,X,15.40,9.70,12.90,302.00
357,Ford,Ranger 4WD,Pickup truck: Standard,2.30,4,AS10,X,11.80,9.80,10.90,256.00
358,Ford,Shelby GT350 Mustang,Subcompact,5.20,8,M6,Z,17.20,11.30,14.60,341.00
359,Ford,T-150 Wagon,Van: Passenger,3.50,6,AS6,X,16.20,12.80,14.70,346.00
360,Ford,T-150 Wagon,Van: Passenger,3.70,6,AS6,X,16.90,13.10,15.20,355.00
361,Ford,Taurus FFV,Full-size,3.50,6,AS6,X,13.50,9.00,11.50,270.00
362,Ford,Taurus FFV,Full-size,3.50,6,AS6,E,17.80,12.10,15.20,254.00
363,Ford,Taurus AWD,Full-size,3.50,6,AS6,X,14.60,10.00,12.50,294.00
364,Ford,Taurus FFV AWD,Full-size,3.50,6,AS6,X,14.00,9.90,12.40,291.00
365,Ford,Taurus FFV AWD,Full-size,3.50,6,AS6,E,18.50,13.00,16.00,267.00
366,Ford,Transit Connect Van,Special purpose vehicle,2.00,4,AS8,X,9.80,8.80,9.30,219.00
367,Ford,Transit Connect Van FFV,Special purpose vehicle,2.00,4,AS8,X,9.80,8.80,9.30,219.00
368,Ford,Transit Connect Van FFV,Special purpose vehicle,2.00,4,AS8,E,13.30,11.80,12.60,209.00
369,Ford,Transit Connect Van,Special purpose vehicle,2.50,4,AS6,X,12.00,8.80,10.60,247.00
370,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.00,4,AS8,X,9.90,8.20,9.20,214.00
371,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.00,4,AS8,X,9.90,8.20,9.20,214.00
372,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.00,4,AS8,E,13.70,11.10,12.50,208.00
373,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.50,4,AS6,X,12.10,9.00,10.70,251.00
374,Genesis,G70,Compact,2.00,4,M6,Z,12.80,8.50,10.90,255.00
375,Genesis,G70 AWD,Compact,2.00,4,AS8,Z,11.50,8.70,10.30,241.00
376,Genesis,G70 AWD,Compact,3.30,6,AS8,Z,13.30,9.50,11.60,274.00
377,Genesis,G80 AWD,Full-size,3.30,6,AS8,Z,13.80,9.70,11.90,282.00
378,Genesis,G80 AWD,Full-size,3.80,6,AS8,X,13.40,9.60,11.70,276.00
379,Genesis,G80 AWD,Full-size,5.00,8,AS8,Z,15.60,10.40,13.20,312.00
380,Genesis,G90 AWD,Full-size,3.30,6,AS8,Z,13.70,9.70,11.90,279.00
381,Genesis,G90 AWD,Full-size,5.00,8,AS8,Z,15.20,10.20,13.00,306.00
382,GMC,Acadia,SUV: Standard,2.50,4,A6,X,11.10,9.20,10.20,237.00
383,GMC,Acadia,SUV: Standard,3.60,6,A6,X,13.10,9.40,11.40,268.00
384,GMC,Acadia AWD,SUV: Standard,2.50,4,A6,X,11.30,9.40,10.50,248.00
385,GMC,Acadia AWD,SUV: Standard,3.60,6,A6,X,13.50,9.50,11.70,275.00
386,GMC,Canyon,Pickup truck: Small,2.50,4,A6,X,12.10,9.20,10.80,253.00
387,GMC,Canyon,Pickup truck: Small,2.50,4,M6,X,11.90,9.20,10.70,251.00
388,GMC,Canyon,Pickup truck: Small,2.80,4,A6,D,11.80,7.90,10.10,270.00
389,GMC,Canyon,Pickup truck: Small,3.60,6,A8,X,13.40,9.60,11.70,274.00
390,GMC,Canyon 4WD,Pickup truck: Small,2.50,4,A6,X,12.70,9.80,11.40,267.00
391,GMC,Canyon 4WD,Pickup truck: Small,2.80,4,A6,D,12.20,8.40,10.50,283.00
392,GMC,Canyon 4WD,Pickup truck: Small,3.60,6,A8,X,14.00,9.90,12.20,286.00
393,GMC,Sierra,Pickup truck: Standard,2.70,4,A8,X,11.90,10.30,11.10,261.00
394,GMC,Sierra,Pickup truck: Standard,4.30,6,A6,X,15.10,11.50,13.50,317.00
395,GMC,Sierra,Pickup truck: Standard,5.30,8,A6,X,15.90,11.40,13.90,326.00
396,GMC,Sierra FFV,Pickup truck: Standard,5.30,8,A6,X,15.70,11.90,14.00,329.00
397,GMC,Sierra FFV,Pickup truck: Standard,5.30,8,A6,E,21.10,15.00,18.40,306.00
398,GMC,Sierra,Pickup truck: Standard,5.30,8,A8,X,14.30,10.40,12.50,294.00
399,GMC,Sierra 4WD,Pickup truck: Standard,2.70,4,A8,X,12.60,10.90,11.80,277.00
400,GMC,Sierra 4WD,Pickup truck: Standard,4.30,6,A6,X,15.80,11.90,14.00,329.00
401,GMC,Sierra 4WD,Pickup truck: Standard,5.30,8,A6,X,15.90,11.70,14.00,330.00
402,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.30,8,A6,X,16.00,12.50,14.40,339.00
403,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.30,8,A6,E,22.00,16.10,19.40,323.00
404,GMC,Sierra 4WD,Pickup truck: Standard,5.30,8,A8,X,15.30,11.20,13.50,316.00
405,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.30,8,A8,X,15.30,11.80,13.70,320.00
406,GMC,Sierra 4WD,Pickup truck: Standard,6.20,8,A10,Z,15.50,11.90,13.90,326.00
407,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.20,8,A10,Z,15.70,12.40,14.20,332.00
408,GMC,Sierra LTD,Pickup truck: Standard,5.30,8,A6,X,15.60,10.90,13.50,317.00
409,GMC,Sierra LTD 4WD,Pickup truck: Standard,5.30,8,A6,X,15.80,11.40,13.80,325.00
410,GMC,Terrain,SUV: Small,1.50,4,A9,X,9.20,7.90,8.60,201.00
411,GMC,Terrain,SUV: Small,1.60,4,A6,D,8.50,6.00,7.40,199.00
412,GMC,Terrain AWD,SUV: Small,1.50,4,A9,X,9.60,8.30,9.00,210.00
413,GMC,Terrain AWD,SUV: Small,1.60,4,A6,D,8.50,6.10,7.40,199.00
414,GMC,Terrain AWD,SUV: Small,2.00,4,A9,Z,11.20,9.00,10.20,239.00
415,GMC,Yukon,SUV: Standard,5.30,8,A6,X,15.70,10.50,13.40,314.00
416,GMC,Yukon FFV,SUV: Standard,5.30,8,A6,X,15.70,10.50,13.40,314.00
417,GMC,Yukon FFV,SUV: Standard,5.30,8,A6,E,21.20,13.90,17.90,298.00
418,GMC,Yukon 4WD,SUV: Standard,5.30,8,A6,X,15.80,11.10,13.70,321.00
